id,geo_point_2d,geo_shape,taxonomia,fenomeno,fecha_dec,categoria,suelo,nombre,fuente,magni_uni,magni_num,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"19.0971799266,-99.0511593544","{""type"": ""Polygon"", ""coordinates"": [[[-99.00313433925677, 19.0922755140012], [-99.0119719039223, 19.084910334501373], [-99.01369444762781, 19.083474650922465], [-99.02448186967739, 19.0851116029464], [-99.02868156624315, 19.085748149072945], [-99.0296225559767, 19.08510858903442], [-99.04310927978312, 19.075930479551896], [-99.04319045000514, 19.075801223642106], [-99.04318798036988, 19.075767803139644], [-99.04320622584119, 19.07575546252794], [-99.04831919764014, 19.067276255139763], [-99.04872602641798, 19.06660153875182], [-99.05664773328472, 19.053462031781944], [-99.05732065353547, 19.052345744430365], [-99.05979759515593, 19.048236663108597], [-99.06208311820627, 19.048718723500254], [-99.07173388542884, 19.050753059901936], [-99.10445122668888, 19.05764803271009], [-99.10512593346704, 19.057790124911044], [-99.10512937264058, 19.05779084867245], [-99.11832655634974, 19.060569454517072], [-99.12543048755109, 19.062064725007154], [-99.13013990984616, 19.074960081196142], [-99.13505022136742, 19.088403221368708], [-99.13516184786982, 19.088708799504264], [-99.11770640121317, 19.0862674541841], [-99.10911827616175, 19.085065671286863], [-99.10639801986949, 19.08468492459326], [-99.07749518986387, 19.08063688259132], [-99.07404573561709, 19.080153445705932], [-99.07429396359285, 19.080568150047615], [-99.07427290105684, 19.08065853454523], [-99.07418057428613, 19.080814470336026], [-99.07413044905978, 19.08096135151236], [-99.0741471133589, 19.08102686831932], [-99.07422706216835, 19.081038133146304], [-99.07449524605282, 19.081094509970928], [-99.07461716300544, 19.081209690069496], [-99.07462965811736, 19.08130457981529], [-99.07452902796953, 19.081388218329373], [-99.07455009850577, 19.081528293516065], [-99.07464224635746, 19.081607335228096], [-99.07488561192606, 19.081643386925943], [-99.07499456709814, 19.08168401183227], [-99.07504516047184, 19.081731438642024], [-99.07527578528494, 19.08197084190589], [-99.07535566102133, 19.08202955366789], [-99.07544777072803, 19.08202499719177], [-99.07560120058353, 19.08224409611505], [-99.07562614903132, 19.082338981576616], [-99.07561792813887, 19.082447436138306], [-99.07565561246216, 19.08253779666549], [-99.07578580764326, 19.082668788367602], [-99.07594519605102, 19.08302796821655], [-99.076190829881, 19.083653722324318], [-99.07620370941574, 19.083755389974353], [-99.07617433805798, 19.083967785657467], [-99.0761993842202, 19.08406718978022], [-99.07641785032861, 19.08431337385994], [-99.07689814764801, 19.08484187532322], [-99.07699889050986, 19.085002250600727], [-99.07715412528293, 19.085415656609147], [-99.07738733512323, 19.08608434180966], [-99.07747130910953, 19.086364472880728], [-99.07753430997386, 19.086515826100854], [-99.07764972548856, 19.086743977677916], [-99.07776152371417, 19.086960833709572], [-99.07779151964482, 19.087069272181314], [-99.07779153547187, 19.087103163152637], [-99.07771345092311, 19.087225203615294], [-99.07771349414072, 19.087317838935206], [-99.07774597130323, 19.087448871252043], [-99.07783719550498, 19.087575359057773], [-99.07830195641404, 19.08839080676881], [-99.07835038558147, 19.088481162112483], [-99.07840283147083, 19.088824569225842], [-99.07841519731373, 19.08924481290167], [-99.07838291747122, 19.089332943155355], [-99.07837762542022, 19.0896018146631], [-99.07836177072606, 19.089848095772833], [-99.07834159031958, 19.089992706717265], [-99.07822920126863, 19.090347479911905], [-99.07815145680252, 19.090587009959485], [-99.07782426933923, 19.091649067087797], [-99.07778967554876, 19.091875022338158], [-99.07781379963191, 19.092030910568404], [-99.07782362599285, 19.09271550558868], [-99.07785465077549, 19.092988880436977], [-99.0778063177327, 19.093311994631517], [-99.07772722968558, 19.093732276751183], [-99.07763626437875, 19.09416612020519], [-99.07754634784503, 19.094403395638626], [-99.07730233414004, 19.094857637824855], [-99.076874570717, 19.095549193974527], [-99.07618246575358, 19.096541358304698], [-99.07602696934062, 19.09682384797881], [-99.07595312677583, 19.097085968397323], [-99.07587004288746, 19.097305164963526], [-99.07587806973069, 19.097395537501427], [-99.07599140631305, 19.09763950555664], [-99.07491453943604, 19.098448010571687], [-99.07439029289264, 19.098841606442445], [-99.06696412711132, 19.104416690625037], [-99.06470946692652, 19.11360873000444], [-99.06143839458873, 19.118574469888305], [-99.0542099455311, 19.129546548246996], [-99.04860916882072, 19.13804678011117], [-99.04669482726902, 19.138778680442424], [-99.02898696071244, 19.145547581068676], [-99.02653515235262, 19.14637485663278], [-99.01628504600392, 19.149832947756728], [-99.0121027664208, 19.152689138965304], [-99.00881413856789, 19.152671251056613], [-99.00622314228008, 19.149675406955698], [-99.00791366663772, 19.147165159645414], [-99.00333419663787, 19.146019789462674], [-99.00316251264019, 19.145519508450505], [-99.00266041356926, 19.144056389524287], [-99.00097262431999, 19.142740264837155], [-98.99632106216475, 19.139112822768244], [-98.99281281537516, 19.129588578346297], [-98.99238619078007, 19.128430290379054], [-98.99053413131652, 19.118181583870356], [-98.99131073658238, 19.11462532949668], [-98.99469848189068, 19.113351157551254], [-98.99684937110524, 19.110023113020357], [-98.99829778789844, 19.105434290673884], [-98.99792421291612, 19.104745499196433], [-98.9970981098839, 19.103222322518256], [-98.99646298403889, 19.101209184640766], [-98.99896181676209, 19.098224545799038], [-99.00217547099372, 19.09364268005446], [-99.00313433925677, 19.0922755140012]]]}",Sanitario-Ecológico,Área Natural Protegida,6/21/2010,Area Comunitaria de Conservacion Ecológica,Suelo de Conservación,Milpa Alta,"SEDEMA, 2018",Ha,7541.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"19.2913019057,-99.199033632","{""type"": ""Polygon"", ""coordinates"": [[[-99.18426435844532, 19.29468844128901], [-99.1845228757533, 19.29419564325155], [-99.18458734322512, 19.29412779790267], [-99.18525912602925, 19.293483204857672], [-99.18539451875571, 19.29327068859148], [-99.1854969529172, 19.29311017142858], [-99.1855920216946, 19.29195554923639], [-99.18576561647504, 19.291069709456444], [-99.18592707352333, 19.29050019041265], [-99.18619119079437, 19.28970915026895], [-99.18715875591661, 19.287636341132618], [-99.18771742775512, 19.287206492141074], [-99.18900171847018, 19.286952121702605], [-99.19123872597481, 19.28675774872515], [-99.19137462986802, 19.286741791019093], [-99.19222408496253, 19.2864946310038], [-99.19309337832209, 19.286428193369723], [-99.193342118975, 19.28726840691903], [-99.19441607972493, 19.287231117671745], [-99.19417918531703, 19.2863524842357], [-99.1953333958634, 19.286274435285172], [-99.1992028789995, 19.28627251723712], [-99.20190733285486, 19.286739491932522], [-99.20209445166161, 19.286770915788683], [-99.20317649237896, 19.286778752937398], [-99.20392569028492, 19.286766621465], [-99.20407019343376, 19.286730310666325], [-99.20480018467536, 19.286340886420426], [-99.20570582085135, 19.28608682196819], [-99.20714270523695, 19.286112311388035], [-99.20746366252622, 19.28614131860288], [-99.20796833770072, 19.286100076681286], [-99.2072309492354, 19.286039911540367], [-99.20933568962698, 19.286175332551064], [-99.21095430882737, 19.28690323899867], [-99.2110895071926, 19.287034124486357], [-99.21109307338611, 19.28703186102664], [-99.21169907039356, 19.28760503273493], [-99.21219102303989, 19.28807440529765], [-99.21146238479187, 19.29043626420027], [-99.2106013734615, 19.292337365770308], [-99.2130331550002, 19.29345292015679], [-99.21304922821845, 19.293461938755666], [-99.21370824824044, 19.29384299763809], [-99.21511585575593, 19.294173467554558], [-99.21460498777529, 19.294273480316292], [-99.2138673492351, 19.294050670386117], [-99.21196750424018, 19.293040700466694], [-99.20532048260004, 19.292865286825783], [-99.20528809108391, 19.297659647457042], [-99.19868225716405, 19.29750428145964], [-99.1987214542118, 19.2974500147006], [-99.19835429409345, 19.297355521722455], [-99.1982362087598, 19.297355649957712], [-99.19817048521905, 19.297364758648634], [-99.19813450229991, 19.297371575709747], [-99.19807084949811, 19.297371644766695], [-99.19801402925599, 19.297364928378784], [-99.19783883757401, 19.297367377612957], [-99.19781744068331, 19.297383216159172], [-99.19548042553025, 19.29713494554796], [-99.19528590609717, 19.297141931697432], [-99.19517405963008, 19.29713527326437], [-99.19444925239489, 19.296433391407124], [-99.19443258233613, 19.296422112465287], [-99.19438436749233, 19.29639731107314], [-99.19371632053567, 19.296151752175977], [-99.19363897262102, 19.296140537518987], [-99.19324719126443, 19.29635107103311], [-99.19297161900901, 19.296484664333466], [-99.1923366410694, 19.296792604298282], [-99.19230809455, 19.29679941237967], [-99.19198449075058, 19.296811049586033], [-99.19145146567263, 19.296804831197804], [-99.19129738446493, 19.29680047400172], [-99.1910174804954, 19.29679172966121], [-99.19148998246492, 19.292839642486562], [-99.19414029113321, 19.289438791121064], [-99.19426814226264, 19.28914945874092], [-99.19255626621147, 19.288749107822234], [-99.18594460870153, 19.295228981521543], [-99.1861964769083, 19.29569866841479], [-99.18629404495847, 19.295705346924617], [-99.18656483078627, 19.29606882412044], [-99.18616384635368, 19.296039861936052], [-99.18618888399818, 19.29582293982631], [-99.18619000221426, 19.295759677181785], [-99.18618013510756, 19.295714500452778], [-99.18617476329887, 19.295698690553163], [-99.18612708346706, 19.295619661371052], [-99.18603591618361, 19.295486453237952], [-99.18593118420138, 19.295457188487717], [-99.18519306445127, 19.29530656276239], [-99.18426435844532, 19.29468844128901]]]}",Sanitario-Ecológico,Área Natural Protegida,6/17/2011,Zona Ecológica y Cultural,Suelo Urbano,Bosque de Tlalpan,"SEDEMA, 2018",Ha,251.787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
